Ticker,Name,Exchange,Category Name,Country
PCI.V,Perlite Canada Inc.,VAN,Industrial Metals & Minerals,Canada
PBY-UN.TO,Canso Credit Trust - Canso Credit Income Fund,TOR,,Canada
NES.V,Newstrike Capital Inc.,VAN,,Canada
LW.TO,Sienna Senior Living Inc.,TOR,,Canada
HMB.V,Humboldt Capital Corporation,VAN,,Canada
GSW.V,CBLT Inc.,VAN,,Canada
GRB.V,Greenbriar Capital Corp.,VAN,,Canada
GNC.V,Gainey Capital Corp.,VAN,Conglomerates,Canada
GIC.V,Genterra Capital Inc.,VAN,,Canada
GCU.V,Gold Canyon Resources Inc.,VAN,,Canada
FCD-UN.V,Firm Capital Property Trust,VAN,,Canada
DBV.V,Doubleview Capital Corp.,VAN,Industrial Metals & Minerals,Canada
CTM.V,Canterra Minerals Corporation,VAN,Industrial Metals & Minerals,Canada
CSE-PA.TO,CAPSTONE INFRASTRUCTURE CORP PR,TOR,,Canada
CRS.V,Cheetah Canyon Resources Corp.,VAN,,Canada
CPX-PC.TO,CAPITAL POWER CORP PREF SERIES,TOR,,Canada
CPC.V,Canadian Platinum Corp.,VAN,Industrial Metals & Minerals,Canada
CNO.V,California Nanotechnologies Corp,VAN,Specialty Chemicals,Canada
CKB.V,Calico Resources Corp.,VAN,,Canada
CJC.V,Canada Strategic Metals Inc.,VAN,Independent Oil & Gas,Canada
CGD.V,Carlin Gold Corporation,VAN,Industrial Metals & Minerals,Canada
CF-PA.TO,CANACCORD GENUITY GROUP INC PRE,TOR,,Canada
CDN.V,CanaDream Corporation,VAN,,Canada
CDD-UN.TO,Core Canadian Dividend Trust,TOR,,Canada
CCK.V,Canada Coal Inc.,VAN,Industrial Metals & Minerals,Canada
CPN.TO,Carpathian Gold Inc.,TOR,,Canada
CCD.V,Cascadero Copper Corporation,VAN,Industrial Metals & Minerals,Canada
CCB.V,Canada Carbon Inc.,VAN,,Canada
CAU-H.V,China Goldcorp Ltd.,VAN,Conglomerates,Canada
CAP.V,Castle Peak Mining Ltd,VAN,Industrial Metals & Minerals,Canada
CAF.V,Canaf Group Inc.,VAN,Industrial Metals & Minerals,Canada
CAD.V,Colonial Coal International Corp.,VAN,Industrial Metals & Minerals,Canada
RCC-H.V,Red Rock Capital Corp.,VAN,,Canada
CVI-A.TO,Calvalley Petroleum Inc.,TOR,,Canada
FSC-H.V,Fitch Street Capital Corp.,VAN,,Canada
CRU.V,Cameo Resources Corp.,VAN,,Canada
CBG.V,Chibougamau Independent Mines Inc.,VAN,Industrial Metals & Minerals,Canada
CBJ.V,Red Eagle Exploration Limited,VAN,,Canada
CBE.V,Cabo Drilling Corp.,VAN,Industrial Metals & Minerals,Canada
CBF.TO,CBF.TO,TOR,,Canada
CCL-A.TO,CCL Industries Inc.,TOR,Packaging & Containers,Canada
CCS-PC.TO,"CO-OPERATORS GEN INS, CL E PRF",TOR,,Canada
CCC.V,Cornerstone Metals Inc.,VAN,Industrial Metals & Minerals,Canada
MIF-UN.TO,Marquest Canadian Equity Income Fund,TOR,,Canada
CDG.V,Candente Gold Corp.,VAN,,Canada
LB-PF.TO,LAURENTIAN BANK OF CDA PR SER 1,TOR,,Canada
RTU-UN.TO,Scotia Managed Companies - Canadian Resources Income Trust,TOR,,Canada
CM-PG.TO,CM-PG.TO,TOR,,Canada
CDE.V,DeepMarkit Corp.,VAN,,Canada
CLS.TO,Celestica Inc.,TOR,Printed Circuit Boards,Canada
CZO.V,Ceapro Inc.,VAN,Biotechnology,Canada
CEE.TO,Centamin Plc,TOR,Gold,Canada
CVX.V,CEMATRIX Corporation,VAN,General Building Materials,Canada
CTZ.V,NamSys Inc.,VAN,Technical & System Software,Canada
CMM.V,Canabo Medical Inc.,VAN,Industrial Metals & Minerals,Canada
GTU-UN.TO,Central GoldTrust,TOR,,Canada
CER.CN,ORGANIC GARAGE LTD,CNQ,,Canada
CEG.CN,Cerro Grande Mining Corporation,CNQ,,Canada
CEM.V,Constantine Metal Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
CEF-U.TO,"CENTRAL FUND OF CANADA LTD., CL",TOR,,Canada
CEO-H.V,Clydesdale Resources Inc.,VAN,Industrial Metals & Minerals,Canada
CFF.TO,Conifex Timber Inc.,TOR,"Lumber, Wood Production",Canada
CFO.V,"Clifton Star Resources, Inc.",VAN,,Canada
CFM.V,Confederation Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
CF-PC.TO,CANACCORD GENUITY GROUP INC PRE,TOR,,Canada
CFE.CN,Cartier Iron Corporation,CNQ,,Canada
CGG.TO,China Gold International Resources Corp. Ltd.,TOR,Industrial Metals & Minerals,Canada
CGO.TO,COGECO Inc.,TOR,CATV Systems,Canada
CGT.V,Columbus Gold Corp.,VAN,,Canada
CGT.TO,Columbus Gold Corp.,TOR,Gold,Canada
CGI-PC.TO,"CANADIAN GENERAL INV. LTD, 3.9%",TOR,,Canada
CGM.V,California Gold Mining Inc.,VAN,,Canada
CGE.V,Corex Gold Corporation,VAN,Gold,Canada
CTU-A.TO,Le Château Inc.,TOR,,Canada
MCG.V,Mountain China Resorts (Holding) Limited,VAN,Resorts & Casinos,Canada
FOS.TO,Phoscan Chemical Corp.,TOR,,Canada
CXN.TO,Chalice Gold Mines Limited,TOR,Gold,Canada
CMV.V,China Minerals Mining Corporation,VAN,Gold,Canada
CHT.CN,Charlotte Resources Ltd.,CNQ,,Canada
CH.V,Urban Select Capital Corporation,VAN,Investment Brokerage - National,Canada
GCS-PA.TO,GLOBAL CHAMPIONS SPLIT CORP PRE,TOR,,Canada
CPH.TO,Cipher Pharmaceuticals Inc.,TOR,,Canada
CIU-PC.TO,CU INC PREFERRED SERIES 4,TOR,,Canada
CIU-PA.TO,"CU INC., PREFERRED SHARES",TOR,,Canada
DMN-PA.TO,DMN-PA.TO,TOR,,Canada
CTO.V,Circa Enterprises Inc.,VAN,Diversified Electronics,Canada
CTF-UN.TO,Citadel Income Fund,TOR,,Canada
CM-PE.TO,CM-PE.TO,TOR,,Canada
CKI.TO,Clarke Inc.,TOR,Asset Management,Canada
CKC-H.V,Eastern Zinc Corp.,VAN,,Canada
CKC.V,Cricket Resources Inc.,VAN,,Canada
CVG.TO,Clairvest Group Inc.,TOR,Asset Management,Canada
TDS-PC.TO,TDS-PC.TO,TOR,,Canada
RON-PA.TO,RONA INC CLASS A PREFERRED,TOR,,Canada
PNE.TO,Pine Cliff Energy Ltd.,TOR,Independent Oil & Gas,Canada
MFC-PJ.TO,MANULIFE FINANCIAL CORP CLASS 1,TOR,,Canada
MFC-PF.TO,MANULIFE FINANCIAL CORP CLASS 1,TOR,,Canada
IFC-PA.TO,INTACT FINANCIAL CORP PREF CL A,TOR,,Canada
HNZ-A.TO,HNZ Group Inc.,TOR,,Canada
CY.V,Clear Mountain Resources Corp.,VAN,,Canada
CXG-A.V,Clemex Technologies Inc.,VAN,,Canada
CXA-B.TO,Consolidated HCI Holdings Corporation,TOR,Real Estate Development,Canada
CLR.TO,Clearwater Seafoods Incorporated,TOR,Food - Major Diversified,Canada
CL-H.V,Crailar Technologies Inc.,VAN,,Canada
CSX.V,Clean Seed Capital Group Ltd.,VAN,Farm & Construction Machinery,Canada
MFC-PA.TO,MFC-PA.TO,TOR,,Canada
RII-B.V,Richco Investors Inc.,VAN,,Canada
FBS-PC.TO,5BANC SPLIT CLASS C PREF SERIES,TOR,,Canada
GBT-A.TO,BMTC Group Inc.,TOR,,Canada
RBS-PB.TO,R SPLIT III CORP PREF CLASS B,TOR,,Canada
TUT-UN.TO,Top 20 U.S. Dividend Trust,TOR,,Canada
CL.V,Crailar Technologies Inc.,VAN,,Canada
UST-PB.TO,UTILITY SPLIT TRUST CLASS B PRE,TOR,,Canada
CLX.V,Organto Foods Inc.,VAN,,Canada
MFC-PG.TO,MANULIFE FINANCIAL NON CUM CLA,TOR,,Canada
IFC-PC.TO,INTACT FINANCIAL CORP PREF CL A,TOR,,Canada
NFD-A.V,Northfield Capital Corporation,VAN,Asset Management,Canada
-B.TO,"TORSTAR CORP., CL. B, NV",TOR,,Canada
TCL-B.TO,Transcontinental Inc.,TOR,Publishing - Newspapers,Canada
TDS-C.TO,TDS-C.TO,TOR,,Canada
NVM.V,Nevada Clean Magnesium Inc.,VAN,Industrial Metals & Minerals,Canada
PNE.V,Pine Cliff Energy Ltd.,VAN,,Canada
EYE-A.V,"Eyelogic Systems, Inc.",VAN,,Canada
CLD.V,Cangold Ltd.,VAN,,Canada
RJX-A.V,RJK Explorations Ltd.,VAN,Industrial Metals & Minerals,Canada
CLZ.V,Canasil Resources Inc.,VAN,Industrial Metals & Minerals,Canada
RET-A.TO,Reitmans (Canada) Limited,TOR,Apparel Stores,Canada
CMU.V,Comet Industries Ltd.,VAN,Industrial Metals & Minerals,Canada
CMD.V,Commander Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
CMJ.V,NewRange Gold Corp.,VAN,,Canada
CMZ-UN.TO,Compass Income Fund,TOR,,Canada
CML.TO,"Canickel Mining, Ltd.",TOR,,Canada
CML.V,CaNickel Mining Limited,VAN,,Canada
CMI.V,C-Com Satellite Systems Inc.,VAN,Communication Equipment,Canada
CNP.V,Cannon Point Resources Ltd.,VAN,,Canada
INQ.TO,INSCAPE Corporation,TOR,Business Equipment,Canada
IMG.TO,IAMGOLD Corporation,TOR,Gold,Canada
CPV.V,Copper Creek Gold Corp.,VAN,Industrial Metals & Minerals,Canada
CPP.V,"Stonehaven Exploration Ltd., Prior to reverse merger with Deventa Energy Inc.",VAN,,Canada
CPT.TO,Coalspur Mines Limited,TOR,,Canada
CPX-PE.TO,CAPITAL POWER CORPORATION PREF,TOR,,Canada
CPX-PA.TO,CAPITAL POWER CORPORATION PREF,TOR,,Canada
CQR.V,Conquest Resources Ltd.,VAN,Gold,Canada
CQC.V,Broadway Gold Mining Ltd.,VAN,,Canada
CRB.V,Cariboo Rose Resources Ltd,VAN,Industrial Metals & Minerals,Canada
WCX.V,Williams Creek Gold Limited,VAN,,Canada
CRX.V,Cerro Mining Corp.,VAN,,Canada
CYF.V,Canyon Creek Food Company Ltd.,VAN,Food - Major Diversified,Canada
OSL-UN.TO,OCP Senior Credit Fund,TOR,,Canada
CWG.V,Craig Wireless Systems Ltd,VAN,,Canada
CRV.V,Cresval Capital Corp.,VAN,Industrial Metals & Minerals,Canada
C-H.V,CELESTE MINING CORP,VAN,,Canada
FFI-UN.TO,Flaherty & Crumrine Investment Grade Fixed Income Fund,TOR,,Canada
CST.V,CO2 Solutions Inc.,VAN,"Specialty Retail, Other",Canada
CSO.V,Corsa Coal Corp.,VAN,Industrial Metals & Minerals,Canada
CSV.V,Caracara Silver Inc.,VAN,,Canada
CSG.V,Cosigo Resources Ltd.,VAN,,Canada
CSG-H.V,COSIGO RESOURCES LTD,VAN,,Canada
CSL.V,Comstock Metals Ltd,VAN,Industrial Metals & Minerals,Canada
CTI.V,CaiTerra International Energy Corporation,VAN,Major Integrated Oil & Gas,Canada
DEV-H.V,CT Developers Ltd.,VAN,,Canada
SCU.TO,The Second Cup Ltd,TOR,Restaurants,Canada
CUU.V,Copper Fox Metals Inc.,VAN,Copper,Canada
CUR.TO,DiagnoCure Inc.,TOR,,Canada
CWQ.V,Curlew Lake Resources Inc.,VAN,,Canada
CU-PF.TO,CANADIAN UTILITIES LTD PREF SER,TOR,,Canada
CWQ-H.V,Curlew Lake Resources Inc.,VAN,,Canada
CUI.V,"Currie Rose Resources, Inc.",VAN,Industrial Electrical Equipment,Canada
CUV.V,Cuba Ventures Corp.,VAN,,Canada
CUP-U.TO,CARIBBEAN UTIL US,TOR,,Canada
ENB-PB.TO,ENBRIDGE INC CUM REDEEM PREF SE,TOR,,Canada
CU-PG.TO,CANADIAN UTILITIES LTD PREF SER,TOR,,Canada
CU-PD.TO,CANADIAN UTILITIES LTD PR SERIE,TOR,,Canada
CU-PC.TO,CANADIAN UTILITIES LIMITED PREF,TOR,,Canada
CV-H.V,Chantrell Ventures Corp.,VAN,,Canada
CVR.V,Canadian Oil Recovery & Remediation Enterprises Ltd.,VAN,Waste Management,Canada
CXS.TO,Street Capital Group Inc.,TOR,,Canada
CXX.V,Candelaria Mining Corp.,VAN,,Canada
CXO.V,Colorado Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
CXM.V,Carmax Mining Corp.,VAN,Industrial Metals & Minerals,Canada
CXE-H.V,Camex Energy Corp.,VAN,,Canada
CZC.CN,Copper Reef Mining Corporation,CNQ,,Canada
DAL.V,Dalmac Energy Inc.,VAN,Oil & Gas Equipment & Services,Canada
DAI-H.V,Datinvest International Ltd.,VAN,Information Technology Services,Canada
DMR.V,Damara Gold Corp.,VAN,,Canada
DAM-H.V,Arizona Silver Exploration Inc.,VAN,,Canada
DYU-H.V,Dawson Gold Corp.,VAN,Industrial Metals & Minerals,Canada
VIC-DB.TO,VIC-DB.TO,TOR,,Canada
MM-DBU.TO,MM-DBU.TO,TOR,,Canada
DCY.V,Discovery-Corp Enterprises Inc.,VAN,Industrial Metals & Minerals,Canada
DCI.TO,DirectCash Payments Inc.,TOR,,Canada
DC-PB.TO,Dundee Corporation,TOR,,Canada
DC-PD.TO,DUNDEE CORP PREF SERIES 3,TOR,,Canada
DDI.CN,Debut Diamonds Inc.,CNQ,,Canada
DLT.V,Delta Gold Corporation,VAN,,Canada
MIX.V,Micrex Development Corp.,VAN,Industrial Metals & Minerals,Canada
DF-PA.TO,"DIVIDEND 15 SPLIT CORP. II, PRF",TOR,,Canada
DFI.V,Diamond Fields International Ltd.,VAN,,Canada
DFN-PA.TO,DIVIDEND 15 SPLIT CORP.,TOR,,Canada
DGS.TO,Dividend Growth Split Corp.,TOR,,Canada
DGS-PA.TO,DIVIDEND GROWTH SPLIT CORP. PRE,TOR,,Canada
DGM.V,DGM.V,VAN,,Canada
DGO.V,Durango Resources Inc.,VAN,Industrial Metals & Minerals,Canada
DHR.V,Discovery Harbour Resources Corp.,VAN,Industrial Metals & Minerals,Canada
DVT.V,Divestco Inc.,VAN,,Canada
DOS.V,Dios Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
DMA.V,DiaMedica Therapeutics Inc.,VAN,Biotechnology,Canada
DMI.V,Diamcor Mining Inc.,VAN,Industrial Metals & Minerals,Canada
KDI.V,Kennady Diamonds Inc.,VAN,Industrial Metals & Minerals,Canada
TTY-UN.TO,Top 20 Dividend Trust,TOR,,Canada
PAN.V,Pangolin Diamonds Corp.,VAN,Industrial Metals & Minerals,Canada
TRH-UN.TO,Triax Diversified High Yield Trust,TOR,,Canada
PDV-PA.TO,PRIME DIVIDEND CORP PREFERRED,TOR,,Canada
PDV.TO,Prime Dividend Corp.,TOR,,Canada
PGD.TO,Peregrine Diamonds Ltd.,TOR,Industrial Metals & Minerals,Canada
TAI.CN,Talmora Diamond Inc.,CNQ,,Canada
MVD-H.V,Mega View Digital Entertainment Corp.,VAN,,Canada
DLV.V,DV Resources Ltd.,VAN,,Canada
DLS.V,Dealnet Capital Corp.,VAN,,Canada
DOT.V,DOT Resources Ltd.,VAN,,Canada
DOX.V,Dorex Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
DPH.V,Duncan Park Holdings Corporation,VAN,,Canada
DRV.V,Duran Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
DRC-H.V,DRAGONFLY CAPITAL CORP,VAN,,Canada
-PB.TO,DUNDEE CORP FIRST PREF SER 2,TOR,,Canada
DXX.V,DXStorm.com Inc.,VAN,Business Software & Services,Canada
DYG.V,Dynasty Gold Corp.,VAN,Industrial Metals & Minerals,Canada
RD.V,Red Eagle Mining Corporation,VAN,,Canada
FRO.TO,Frontier Rare Earths Limited,TOR,,Canada
ECF-UN.TO,East Coast Investment Grade Income Fund,TOR,,Canada
SEG-H.V,SNOW EAGLE RESOURCES LTD,VAN,,Canada
ERL-H.V,Earl Resources Limited,VAN,,Canada
ESB-H.V,EASTSIBERIAN PLC,VAN,,Canada
EWK.V,Earthworks Industries Inc.,VAN,Waste Management,Canada
GER.V,Glen Eagle Resources Inc,VAN,Industrial Metals & Minerals,Canada
ERN.V,Earny Resources Ltd.,VAN,,Canada
LL.V,Canada Rare Earth Corp.,VAN,Industrial Metals & Minerals,Canada
EPL.V,Eagle Plains Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
EVT.TO,Economic Investment Trust Limited,TOR,,Canada
ECC.V,Ethos Gold Corp.,VAN,Industrial Metals & Minerals,Canada
ECR.V,Cartier Resources Inc.,VAN,Gold,Canada
EDW.V,Edgewater Exploration Ltd.,VAN,,Canada
CHN.V,China Education Resources Inc.,VAN,Education & Training Services,Canada
EDG.V,Endurance Gold Corporation,VAN,Industrial Metals & Minerals,Canada
EE.TO,Exall Energy Corporation,TOR,,Canada
EFT.V,EFT Canada Inc.,VAN,,Canada
ELF.TO,E-L Financial Corporation Limited,TOR,Property & Casualty Insurance,Canada
ELF-PH.TO,E - L FINANCIAL CORP LTD PREF S,TOR,,Canada
ELF-PG.TO,E- L FINANCIAL CORP. LIMITED,TOR,,Canada
ELY.V,Ely Gold & Minerals Inc.,VAN,Gold,Canada
ELF-PF.TO,"E-L FINANCIAL CORP. LTD., PR SE",TOR,,Canada
EMX.V,EMX Royalty Corporation,VAN,Industrial Metals & Minerals,Canada
EMR.V,Emgold Mining Corporation,VAN,Gold,Canada
EMD.TO,Atalaya Mining plc,TOR,,Canada
EMB-H.V,EMBERCLEAR CORP,VAN,,Canada
EMB.V,EmberClear Corp.,VAN,,Canada
EMA-PA.TO,Emera Incorporated,TOR,,Canada
EPT.V,Empower Technologies Corp.,VAN,,Canada
EM-H.V,EMPEROR OIL LTD,VAN,,Canada
TZR.V,Terrace Energy Corp.,VAN,,Canada
TVL.V,Traverse Energy Ltd.,VAN,Independent Oil & Gas,Canada
TOT.TO,Total Energy Services Inc.,TOR,Oil & Gas Equipment & Services,Canada
RED.V,RedWater Energy Corp.,VAN,,Canada
PDN.TO,Paladin Energy Ltd,TOR,Industrial Metals & Minerals,Canada
MQL.V,Marquee Energy Ltd.,VAN,,Canada
MCW.V,MCW Energy Group Limited,VAN,,Canada
MCR.V,Macro Enterprises Inc.,VAN,Oil & Gas Pipelines,Canada
LNE.V,Loon Energy Corporation,VAN,,Canada
INE-PC.TO,INNERGEX RENEWABLE ENERGY INC P,TOR,,Canada
INE-PA.TO,Innergex Renewable Energy Inc.,TOR,,Canada
HRE.V,Stans Energy Corp.,VAN,,Canada
HME.V,Hemisphere Energy Corporation,VAN,Independent Oil & Gas,Canada
HEN-UN.TO,Energy Leaders Income Fund,TOR,,Canada
INA.V,Iona Energy Inc.,VAN,,Canada
FEE.V,Darelle Online Solutions Inc.,VAN,,Canada
ENS.V,Enseco Energy Services Corp.,VAN,,Canada
ENB-PT.TO,ENBRIDGE INC PREF SER R,TOR,,Canada
ENB-PP.TO,ENBRIDGE INC PREF SER P,TOR,,Canada
ENB-PN.TO,ENBRIDGE INC PREF SER N,TOR,,Canada
ENB-PH.TO,ENBRIDGE INC PREFERRED SER H,TOR,,Canada
ENB-PF.TO,ENBRIDGE INC PREF SER F,TOR,,Canada
COQ.V,Rooster Energy Ltd.,VAN,Independent Oil & Gas,Canada
NWE.V,New West Energy Services Inc.,VAN,Oil & Gas Equipment & Services,Canada
POP.V,Petro One Energy Corp.,VAN,,Canada
TOP.CN,Enertopia Corp.,CNQ,,Canada
MAH.V,Marksmen Energy Inc.,VAN,Oil & Gas Drilling & Exploration,Canada
SRS.CN,Shamrock Enterprises Inc.,CNQ,,Canada
UMB.CN,Umbral Energy Corp.,CNQ,,Canada
SXE.V,Strata-X Energy Ltd.,VAN,,Canada
FSI-H.V,FSI ENERGY GROUP INC,VAN,,Canada
GVE.CN,Gravis Energy Corp.,CNQ,,Canada
KIV.V,Kivalliq Energy Corporation,VAN,Industrial Metals & Minerals,Canada
SFD.TO,NXT Energy Solutions Inc.,TOR,,Canada
EOX.V,Euromax Resources Ltd.,VAN,,Canada
EPX-H.V,eShippers Management Ltd.,VAN,Industrial Metals & Minerals,Canada
EPK.V,Crystal Peak Minerals Inc.,VAN,,Canada
MEQ.TO,Mainstreet Equity Corp.,TOR,Independent Oil & Gas,Canada
IEI.V,Imperial Equities Inc.,VAN,Property Management,Canada
EQI.TO,Equity Financial Holdings Inc.,TOR,,Canada
LVU-UN.TO,Low Volatility U.S. Equity Income Fund,TOR,,Canada
GUF.V,Gulf & Pacific Equities Corp.,VAN,Grocery Stores,Canada
PRV-UN.V,PRO Real Estate Investment Trust,VAN,,Canada
ESV.V,E.S.I. Environmental Sensors Inc.,VAN,Scientific & Technical Instruments,Canada
REI-PA.TO,RIOCAN REAL ESTATE INV TRUST PR,TOR,,Canada
TGF-UN.TO,Timbercreek Global Real Estate Fund,TOR,,Canada
EST.V,Alianza Holdings Ltd.,VAN,,Canada
ESE.V,Estec Systems Corp.,VAN,,Canada
LRT-UN.TO,Lanesborough Real Estate Investment Trust,TOR,REIT - Diversified,Canada
EUO.V,Eurocontrol Technics Group Inc.,VAN,Oil & Gas Equipment & Services,Canada
EUK.V,"Eureka Resources, Inc.",VAN,Industrial Metals & Minerals,Canada
TNA.V,Evergreen Gaming Corporation,VAN,Resorts & Casinos,Canada
EVG.CN,Evolving Gold Corp.,CNQ,,Canada
EVC-H.V,Everfront Ventures Corp.,VAN,,Canada
SOP.V,Source Exploration Corp.,VAN,,Canada
SDE.V,Standard Exploration Ltd,VAN,Independent Oil & Gas,Canada
PUM.V,Puma Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
MSA.V,Mesa Exploration Corp.,VAN,Industrial Metals & Minerals,Canada
MIN.V,Excelsior Mining Corp.,VAN,,Canada
LME.V,Laurion Mineral Exploration Inc.,VAN,Gold,Canada
GIT.V,Gitennes Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
GFN.V,Gold Finder Explorations Ltd.,VAN,,Canada
FNC.V,Fancamp Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
EY.V,Extenway Solutions Inc.,VAN,,Canada
GWL.CN,Greywacke Exploration Limited,CNQ,,Canada
SNL-H.V,Signal Exploration Inc.,VAN,,Canada
GEA.V,Gold Ridge Exploration Corp.,VAN,,Canada
NQE.V,NQ Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
PX.V,Pelangio Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
GGY.V,Goldeye Explorations Limited,VAN,,Canada
EXN.TO,Excellon Resources Inc.,TOR,Silver,Canada
RGE.CN,Rheingold Exploration Corp.,CNQ,,Canada
MFX.V,Minfocus Exploration Corp.,VAN,Industrial Metals & Minerals,Canada
PMX.V,ProAm Explorations Corporation,VAN,Independent Oil & Gas,Canada
IXI.V,Indigo Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
GTX.TO,Gran Tierra Exchangeco Inc.,TOR,Independent Oil & Gas,Canada
FLX.V,Fieldex Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
GRX-H.V,Greenshield Explorations Limited,VAN,Industrial Metals & Minerals,Canada
MTZ.V,Montana Exploration Corp.,VAN,Independent Oil & Gas,Canada
TYE.V,Troymet Exploration Corp,VAN,Industrial Metals & Minerals,Canada
GEA-H.V,GEA Technologies Ltd.,VAN,,Canada
GUN.V,Gunpoint Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
SPT.V,Stockport Exploration Inc.,VAN,,Canada
LRA.V,Lara Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
SNL.V,Southern Lithium Corp.,VAN,Industrial Metals & Minerals,Canada
DEX-H.V,Detector Exploration Ltd.,VAN,,Canada
THX.V,Thor Explorations Ltd.,VAN,Gold,Canada
KAR.V,Karmin Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
TQY.V,Tanqueray Exploration Ltd.,VAN,,Canada
PXI.V,Planet Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
FEX.V,Fjordland Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
TOE.V,Tri Origin Exploration Ltd.,VAN,Gold,Canada
KAS.V,Khalkos Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
RWI.CN,River Wild Exploration Inc.,CNQ,,Canada
GEG.V,Inventus Mining Corp.,VAN,,Canada
ORC-A.V,Orca Exploration Group Inc.,VAN,,Canada
EYZ-A.TO,EYZ-A.TO,TOR,,Canada
FMR.V,Fairmont Resources Inc.,VAN,Industrial Metals & Minerals,Canada
FFH-PK.TO,FAIRFAX FINANCIAL HOLDINGS PREF,TOR,,Canada
FFH-PI.TO,FAIRFAX FINANCIAL HOLDINGS SERI,TOR,,Canada
FFH-PC.TO,Fairfax Financial Holdings Limited,TOR,,Canada
UCD-UN.TO,First Asset Morningstar U.S. Consumer Defensive Index Fund,TOR,,Canada
FFH-PE.TO,Fairfax Financial Holdings Limited,TOR,,Canada
FAT.CN,Far Resources Ltd.,CNQ,,Canada
FAV-H.V,Focused Capital II Corp.,VAN,Conglomerates,Canada
UMF-U.V,STARLIGHT US MULTI FAMILY CORE,VAN,,Canada
FG.V,Falcon Gold Corp.,VAN,,Canada
FBR-H.V,Fibre-Crown Manufacturing Inc.,VAN,General Building Materials,Canada
FCR-DBD.TO,FCR-DBD.TO,TOR,,Canada
FDR.V,Leading Edge Materials Corp.,VAN,,Canada
MLF-UN.TO,Moneda LatAm Fixed Income Fund,TOR,,Canada
FFM.V,"Robix Environmental Technologies Group, Inc.",VAN,,Canada
FGC.V,Frontline Gold Corporation,VAN,Gold,Canada
SLF-PI.TO,SUN LIFE FINANCIAL INC PREF SER,TOR,,Canada
SLF-PG.TO,Sun Life Financial Inc.,TOR,,Canada
SLF-PD.TO,Sun Life Financial Inc.,TOR,,Canada
SLF-PC.TO,Sun Life Financial Inc.,TOR,,Canada
SLF-PB.TO,SUN LIFE FINANCIAL INC. CL A PR,TOR,,Canada
PWF-PL.TO,Power Financial Corporation,TOR,,Canada
MFC-PH.TO,MANULIFE FINANCIAL CORP SERIES,TOR,,Canada
MFC-PB.TO,"MANULIFE FINANCIAL CORP CL A, P",TOR,,Canada
IGM-PB.TO,IGM FINANCIAL INC 5.90 PREF SER,TOR,,Canada
FNM-UN.TO,First National Mortgage Investment Fund,TOR,,Canada
FN-PA.TO,FIRST NATIONAL FINANCIAL CORP P,TOR,,Canada
FMG.V,First Mexican Gold Corp.,VAN,Industrial Metals & Minerals,Canada
KGF.V,King George Financial Corporation,VAN,Real Estate Development,Canada
FI.V,First Idaho Resources Inc.,VAN,Industrial Metals & Minerals,Canada
PWF-PK.TO,POWER FIN CORP 4.95% SER K,TOR,,Canada
PWF-PG.TO,POWER FINANCIAL CORP 5.90% PR S,TOR,,Canada
SLF-PE.TO,Sun Life Financial Inc.,TOR,,Canada
MFR-UN.TO,Manulife Floating Rate Senior Loan Fund,TOR,,Canada
FLO-H.V,Focused Capital Corp.,VAN,,Canada
SSF-UN.TO,Symphony Floating Rate Senior Loan Fund,TOR,,Canada
FNR.V,49 North Resources Inc.,VAN,Asset Management,Canada
FTS-PE.TO,FORTIS INC. SER E,TOR,,Canada
FTI.V,FTI Foodtech International Inc.,VAN,Diversified Machinery,Canada
FT.TO,Fortune Minerals Limited,TOR,Agricultural Chemicals,Canada
FOM.V,Foran Mining Corporation,VAN,Industrial Metals & Minerals,Canada
FTS-PG.TO,FORTIS INC. FIRST PREF SERIES G,TOR,,Canada
RUN.V,Running Fox Resource Corp.,VAN,Industrial Metals & Minerals,Canada
FTY.CN,Fortify Resources Inc.,CNQ,,Canada
FTS-PF.TO,Fortis Inc.,TOR,,Canada
GFP.V,Gale Force Petroleum Inc.,VAN,,Canada
FTS-PH.TO,Fortis Inc.,TOR,,Canada
FP.TO,FP Canadian Newspapers Limited Partnership,TOR,,Canada
