Ticker,Name,Exchange,Category Name,Country
SOG.V,Strategic Oil & Gas Ltd.,VAN,Independent Oil & Gas,Canada
SBB.TO,Sabina Gold & Silver Corp.,TOR,Gold,Canada
WN.TO,George Weston Limited,TOR,Grocery Stores,Canada
VCI.V,Vitreous Glass Inc.,VAN,Waste Management,Canada
SPA.V,Spanish Mountain Gold Ltd,VAN,Gold,Canada
SEA.TO,Seabridge Gold Inc.,TOR,Gold,Canada
NGD.TO,New Gold Inc.,TOR,Gold,Canada
MMM.TO,Minco Gold Corporation,TOR,,Canada
ITP.TO,Intertape Polymer Group Inc.,TOR,Packaging & Containers,Canada
GTH.TO,U.S. Geothermal Inc.,TOR,,Canada
GOD.V,Goldrush Resources Ltd.,VAN,,Canada
CMG.TO,Computer Modelling Group Ltd.,TOR,Technical & System Software,Canada
CGI.TO,"Canadian General Investments, Limited",TOR,,Canada
CAM.TO,Canam Group Inc.,TOR,,Canada
VIT.V,Victoria Gold Corp.,VAN,Gold,Canada
TVA-B.TO,TVA GROUP Inc.,TOR,Broadcasting - TV,Canada
SGF.TO,Shore Gold Inc.,TOR,Industrial Metals & Minerals,Canada
RGL.TO,"Royal Gold, Inc.",TOR,,Canada
MJS.V,Majestic Gold Corp.,VAN,Industrial Metals & Minerals,Canada
HCG.TO,Home Capital Group Inc.,TOR,Mortgage Investment,Canada
GWA.V,Gowest Gold Ltd,VAN,Gold,Canada
GVC.TO,Glacier Media Inc.,TOR,Internet Information Providers,Canada
GSC.TO,Golden Star Resources Ltd.,TOR,Gold,Canada
GPR.TO,Great Panther Silver Limited,TOR,Silver,Canada
GKX.V,Gemini Corporation,VAN,General Contractors,Canada
GDS.TO,Gendis Inc.,TOR,Asset Management,Canada
GCG.TO,Guardian Capital Group Limited,TOR,Asset Management,Canada
GCG-A.TO,Guardian Capital Group Limited,TOR,Asset Management,Canada
GC.TO,Great Canadian Gaming Corporation,TOR,Gaming Activities,Canada
CKG.V,Chesapeake Gold Corp.,VAN,Gold,Canada
CF.TO,Canaccord Genuity Group Inc.,TOR,Investment Brokerage - National,Canada
GBN.V,Golden Band Resources Inc.,VAN,,Canada
CDX.V,Cassidy Gold Corp.,VAN,,Canada
BVA.V,Bravada Gold Corporation,VAN,Gold,Canada
BUS.V,Grande West Transportation Group Inc,VAN,Auto Manufacturers - Major,Canada
BTV.V,BlueRush Media Group Corp.,VAN,Marketing Services,Canada
X.TO,TMX Group Limited,TOR,Asset Management,Canada
WKG.V,WestKam Gold Corp.,VAN,,Canada
WDG.V,Giyani Metals Corp.,VAN,Gold,Canada
USA.TO,Americas Silver Corporation,TOR,Industrial Metals & Minerals,Canada
TNR.V,TNR Gold Corp.,VAN,Gold,Canada
THM.V,"Thunder Mountain Gold, Inc.",VAN,Industrial Metals & Minerals,Canada
TGX.V,True North Gems Inc.,VAN,Industrial Metals & Minerals,Canada
SVG.V,Silver Grail Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
SUG.V,Scientific Metals Corp.,VAN,,Canada
SSN.V,Magnolia Colombia Ltd.,VAN,,Canada
SKP.V,Strikepoint Gold Inc.,VAN,Industrial Metals & Minerals,Canada
SGX.V,Sage Gold Inc.,VAN,Gold,Canada
RN.TO,Rio Novo Gold Inc.,TOR,Gold,Canada
RGI.V,Reco International Group Inc.,VAN,General Contractors,Canada
RDU.V,Radius Gold Inc.,VAN,Gold,Canada
AGX.V,Amador Gold Corp.,VAN,,Canada
PLG.TO,Pilot Gold Inc.,TOR,,Canada
PJC-A.TO,The Jean Coutu Group (PJC) Inc.,TOR,Drug Delivery,Canada
PGO-H.V,Pacific GeoInfo Corp,VAN,,Canada
PGK.V,PNG Gold Corporation,VAN,,Canada
OY.V,Oyster Oil and Gas Ltd.,VAN,,Canada
OOO.V,Otis Gold Corp.,VAN,Gold,Canada
NRT.V,Cobaltech Mining Inc.,VAN,,Canada
NCX.V,NorthIsle Copper and Gold Inc.,VAN,Industrial Metals & Minerals,Canada
MDO.V,Manado Gold Corp.,VAN,Industrial Metals & Minerals,Canada
LEG.TO,Legacy Oil + Gas Inc.,TOR,,Canada
MAC.V,THEMAC Resources Group Limited,VAN,,Canada
LQD.V,Liquid Nutrition Group Inc.,VAN,,Canada
LGN.V,Legend Gold Corp.,VAN,,Canada
LEX.TO,Lexam VG Gold Inc.,TOR,Gold,Canada
RCH.TO,Richelieu Hardware Ltd.,TOR,Home Furnishings & Fixtures,Canada
CHH.TO,Centric Health Corporation,TOR,Industrial Metals & Minerals,Canada
HMM-A.TO,Hammond Manufacturing Company Limited,TOR,Diversified Electronics,Canada
XSR.TO,Sirius XM Canada Holdings Inc.,TOR,,Canada
VHO.V,Virginia Hills Oil Corp.,VAN,,Canada
PRH.V,Pearl River Holdings Limited,VAN,Rubber & Plastics,Canada
NHC.TO,Nobilis Health Corp.,TOR,,Canada
LHR.V,Lakeview Hotel Investment Corp.,VAN,Lodging,Canada
HTC.V,HTC Purenergy Inc.,VAN,Oil & Gas Equipment & Services,Canada
HRX.TO,Héroux-Devtek Inc.,TOR,Aerospace/Defense - Major Diversified,Canada
HOP.V,Adya Inc.,VAN,,Canada
HMT.V,Halmont Properties Corporation,VAN,,Canada
HEO.V,H2O Innovation Inc.,VAN,Pollution & Treatment Controls,Canada
GNH.V,Golden Hope Mines Limited,VAN,Industrial Metals & Minerals,Canada
GHR.V,Golden Harp Resources Inc.,VAN,,Canada
CWI.TO,Crosswinds Holdings Inc.,TOR,,Canada
CHC.V,CHC Student Housing Corp.,VAN,,Canada
AHI.V,"Agility Health, Inc.",VAN,Hospitals,Canada
HN.V,High North Resources Ltd.,VAN,,Canada
WON-H.V,HARVEST ONE CAPITAL INC,VAN,,Canada
TUF.V,Honey Badger Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
JOC.V,Tenth Avenue Petroleum Corp.,VAN,,Canada
JMC.V,Josephine Mining Corp.,VAN,,Canada
YRB-A.TO,Yorbeau Resources Inc.,TOR,,Canada
JVL-H.V,Javelle Capital Corp.,VAN,,Canada
JTR.V,GreenSpace Brands Inc.,VAN,,Canada
JTC.V,Jemtec Inc.,VAN,Scientific & Technical Instruments,Canada
JSP.V,Jasper Mining Corporation,VAN,Industrial Metals & Minerals,Canada
JRI.V,Jaguar Resources Inc.,VAN,Independent Oil & Gas,Canada
JOY.TO,Journey Energy Inc.,TOR,Independent Oil & Gas,Canada
JOR.V,Jourdan Resources Inc.,VAN,Industrial Metals & Minerals,Canada
JML.V,J.A.G. Mines Ltd,VAN,,Canada
JFS-UN.TO,JFT Strategies Fund,TOR,,Canada
JFC.V,Jaguar Financial Corporation,VAN,,Canada
JET.V,Canada Jetlines Ltd.,VAN,,Canada
JEM.CN,Jagercor Energy Corporation,CNQ,,Canada
JEC.TO,Jura Energy Corporation,TOR,,Canada
JAU.V,Deep-South Resources Inc.,VAN,,Canada
JDL.V,Trek Mining Inc.,VAN,,Canada
FTJ-H.V,Fort St. James Nickel Corp.,VAN,,Canada
JDF.CN,JDF Explorations Inc.,CNQ,,Canada
FTS-PJ.TO,FORTIS INC PREF SERIES J,TOR,,Canada
PJT.V,Partner Jet Corp.,VAN,"Air Services, Other",Canada
JNX.V,Junex Inc.,VAN,Independent Oil & Gas,Canada
JDN.TO,Jayden Resources Inc.,TOR,,Canada
KDX.TO,Klondex Mines Ltd.,TOR,Industrial Metals & Minerals,Canada
KLS.TO,Kelso Technologies Inc.,TOR,,Canada
KFG.V,KFG Resources Ltd.,VAN,Independent Oil & Gas,Canada
WKM.V,West Kirkland Mining Inc.,VAN,Industrial Metals & Minerals,Canada
KZX.V,KazaX Minerals Inc.,VAN,,Canada
KOR.TO,Corvus Gold Inc.,TOR,Gold,Canada
KNA.V,LOOPShare LTD.,VAN,,Canada
KMT.V,Komet Resources Inc.,VAN,Industrial Metals & Minerals,Canada
KMP.TO,Killam Properties Inc.,TOR,,Canada
KLH.V,"Stellar Biotechnologies, Inc.",VAN,,Canada
KCC.V,Kincora Copper Limited,VAN,,Canada
KAT.TO,Katanga Mining Limited,TOR,Copper,Canada
KAM.V,Kaminak Gold Corp.,VAN,,Canada
PNG.V,Kraken Sonar Inc.,VAN,,Canada
NOL-H.V,Knol Resources Corp.,VAN,,Canada
KWF.V,Knightswood Financial Corp.,VAN,,Canada
KWC-H.V,LGC Capital Ltd.,VAN,,Canada
KTN.V,Kootenay Silver Inc,VAN,,Canada
KSK.V,Kiska Metals Corporation,VAN,,Canada
KNX.V,Knick Exploration Inc.,VAN,Industrial Metals & Minerals,Canada
KNO-H.V,Cellstop Systems Inc.,VAN,,Canada
KG.V,Klondike Gold Corp.,VAN,Gold,Canada
KFS.TO,Kingsway Financial Services Inc.,TOR,Independent Oil & Gas,Canada
KEK.V,Peeks Social Ltd.,VAN,,Canada
KM.V,Mitchell Resources Ltd.,VAN,,Canada
KLG.V,Asiamet Resources Limited,VAN,,Canada
KDR.V,KDR Industrials Ltd.,VAN,,Canada
GKL.V,Global Key Investment Limited,VAN,,Canada
CKR.V,CKR Carbon Corporation,VAN,Industrial Metals & Minerals,Canada
KXM.V,Itasca Capital Ltd.,VAN,,Canada
KBB.CN,Kaneh Bosm BioTechnology Inc.,CNQ,,Canada
MGA.TO,Mega Uranium Ltd.,TOR,Industrial Metals & Minerals,Canada
L.TO,Loblaw Companies Limited,TOR,Grocery Stores,Canada
TCK-B.TO,Teck Resources Limited,TOR,,Canada
PUR.TO,Pure Technologies Ltd.,TOR,Scientific & Technical Instruments,Canada
PLI.TO,ProMetic Life Sciences Inc.,TOR,Biotechnology,Canada
NKO.TO,Niko Resources Ltd.,TOR,Independent Oil & Gas,Canada
LNR.TO,Linamar Corporation,TOR,Independent Oil & Gas,Canada
LAM.TO,Laramide Resources Ltd.,TOR,Industrial Metals & Minerals,Canada
TCW.TO,Trican Well Service Ltd.,TOR,Oil & Gas Equipment & Services,Canada
TCK-A.TO,Teck Resources Limited,TOR,,Canada
PTS.TO,Points International Ltd.,TOR,Internet Information Providers,Canada
LUN.TO,Lundin Mining Corporation,TOR,Industrial Metals & Minerals,Canada
IMO.TO,Imperial Oil Limited,TOR,Major Integrated Oil & Gas,Canada
CU.TO,Canadian Utilities Limited,TOR,Gold,Canada
CTY.TO,Calian Group Ltd.,TOR,,Canada
WPK.TO,Winpak Ltd.,TOR,Packaging & Containers,Canada
VAL.V,Valgold Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
SFT.V,Softrock Minerals Ltd.,VAN,Independent Oil & Gas,Canada
RM.V,Routemaster Capital Inc.,VAN,Industrial Metals & Minerals,Canada
RET.TO,Reitmans (Canada) Limited,TOR,Apparel Stores,Canada
PTR.V,Petromin Resources Ltd.,VAN,,Canada
PML.V,Panoro Minerals Ltd.,VAN,Industrial Metals & Minerals,Canada
NSU.TO,Nevsun Resources Ltd.,TOR,Copper,Canada
NNP.V,Newnorth Projects Ltd.,VAN,Real Estate Development,Canada
MET.TO,Metalore Resources Ltd.,TOR,,Canada
MIO.V,Mindoro Resources Ltd.,VAN,,Canada
CP.TO,Canadian Pacific Railway Limited,TOR,Railroads,Canada
BBL-A.TO,Brampton Brick Limited,TOR,General Building Materials,Canada
BAR.TO,Balmoral Resources Ltd,TOR,,Canada
YGR.TO,Yangarra Resources Ltd.,TOR,,Canada
SWD.TO,Sunward Resources Ltd,TOR,,Canada
WM.TO,Wallbridge Mining Company Limited,TOR,Business Services,Canada
URC.V,Uracan Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
TWM.V,Tidewater Midstream and Infrastructure Ltd.,VAN,,Canada
TTD.V,Tinkerine Studios Ltd.,VAN,,Canada
TKO.TO,Taseko Mines Limited,TOR,Industrial Metals & Minerals,Canada
TAC.V,Tasca Resources Ltd.,VAN,Diversified Utilities,Canada
SRL.V,Salazar Resources Limited,VAN,Industrial Metals & Minerals,Canada
MFC.TO,Manulife Financial Corporation,TOR,Life Insurance,Canada
RUS.TO,Russel Metals Inc.,TOR,Steel & Iron,Canada
NML.TO,New Millennium Iron Corp,TOR,,Canada
POM.TO,Polymet Mining Corp.,TOR,Industrial Metals & Minerals,Canada
MX.TO,Methanex Corporation,TOR,Chemicals - Major Diversified,Canada
MAG.TO,MAG Silver Corp.,TOR,Silver,Canada
TCM.TO,Thompson Creek Metals Company Inc.,TOR,,Canada
RMX.TO,Rubicon Minerals Corporation,TOR,Industrial Metals & Minerals,Canada
R.TO,Red Eagle Mining Corporation,TOR,Industrial Metals & Minerals,Canada
MRE.TO,Martinrea International Inc.,TOR,Auto Parts,Canada
CS.TO,Capstone Mining Corp,TOR,Industrial Metals & Minerals,Canada
WCM-B.TO,Wilmington Capital Management Inc.,TOR,Asset Management,Canada
QBR-A.TO,Quebecor Inc.,TOR,Wireless Communications,Canada
MKP.TO,MCAN Mortgage Corporation,TOR,Mortgage Investment,Canada
ME.TO,Moneta Porcupine Mines Inc.,TOR,Gold,Canada
MDN.TO,MDN Inc.,TOR,,Canada
MCZ.TO,Mad Catz Interactive Inc.,TOR,,Canada
CRH.TO,CRH Medical Corporation,TOR,Independent Oil & Gas,Canada
WCM-A.TO,Wilmington Capital Management Inc.,TOR,Asset Management,Canada
RIC.TO,Richmont Mines Inc.,TOR,Gold,Canada
OMI.TO,Orosur Mining Inc.,TOR,Medical Equipment Wholesale,Canada
MRV.V,Metallum Resources Inc.,VAN,,Canada
MRU.TO,Metro Inc.,TOR,,Canada
MRC.TO,Morguard Corporation,TOR,Property Management,Canada
MND.TO,Mandalay Resources Corporation,TOR,Industrial Metals & Minerals,Canada
MDZ-A.TO,MDC Partners Inc.,TOR,,Canada
MDF.TO,Mediagrif Interactive Technologies Inc.,TOR,Internet Information Providers,Canada
MBT.TO,Manitoba Telecom Services Inc.,TOR,,Canada
III.TO,Imperial Metals Corporation,TOR,Industrial Metals & Minerals,Canada
BCM.V,Bear Creek Mining Corporation,VAN,Industrial Metals & Minerals,Canada
ZON.V,Zonte Metals Inc.,VAN,Gold,Canada
XIM.V,Ximen Mining Corp.,VAN,,Canada
UCU.V,Ucore Rare Metals Inc.,VAN,Industrial Metals & Minerals,Canada
ORS.V,Orestone Mining Corp.,VAN,Industrial Metals & Minerals,Canada
SRO.V,Sama Graphite Inc.,VAN,,Canada
SMY.V,Search Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
SMT.TO,Sierra Metals Inc.,TOR,Metal Fabrication,Canada
SMN.V,San Marco Resources Inc.,VAN,Industrial Metals & Minerals,Canada
SCY.TO,Scandium International Mining Corp.,TOR,,Canada
SAM.TO,Starcore International Mines Ltd,TOR,Industrial Metals & Minerals,Canada
RST.V,Rosita Mining Corporation,VAN,,Canada
RML.V,Rusoro Mining Ltd.,VAN,Gold,Canada
REX.V,Orex Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
QMC.V,QMC Quantum Minerals Corp,VAN,Industrial Metals & Minerals,Canada
PPX.V,PPX Mining Corp.,VAN,,Canada
SMP.V,Strata Minerals Inc.,VAN,,Canada
NUX.TO,New Pacific Holdings Corp.,TOR,,Canada
NNO.V,Nano One Materials Corp.,VAN,,Canada
MVN.V,Madalena Energy Inc.,VAN,Independent Oil & Gas,Canada
MUX.TO,McEwen Mining Inc.,TOR,Industrial Metals & Minerals,Canada
MUN.V,Mundoro Capital Inc.,VAN,,Canada
MTO.V,Metanor Resources Inc.,VAN,Gold,Canada
MRG-UN.TO,Morguard North American Residential Real Estate Investment Trust,TOR,Independent Oil & Gas,Canada
MOX.V,Morien Resources Corp.,VAN,Industrial Metals & Minerals,Canada
MIR.V,MedMira Inc.,VAN,Biotechnology,Canada
MHC-H.V,Match Capital Resources Corporation,VAN,,Canada
MGC.V,Midasco Capital Corp.,VAN,,Canada
MFS.V,Medifocus Inc.,VAN,Biotechnology,Canada
MEK.V,Metals Creek Resources Corp.,VAN,Industrial Metals & Minerals,Canada
MED.V,Medgold Resources Corp.,VAN,Industrial Metals & Minerals,Canada
MDL.V,Medallion Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
MAR.TO,Marret Resource Corp.,TOR,Copper,Canada
LMS.V,Less Mess Storage Inc.,VAN,,Canada
CNR.TO,Canadian National Railway Company,TOR,Railroads,Canada
NVC.TO,Neovasc Inc.,TOR,,Canada
NG.TO,NovaGold Resources Inc.,TOR,Industrial Metals & Minerals,Canada
NCU.TO,Nevada Copper Corp.,TOR,Copper,Canada
OSB.TO,Norbord Inc.,TOR,Asset Management,Canada
NBD.TO,"Norbord, Inc.",TOR,,Canada
NCC-A.TO,Newfoundland Capital Corporation Limited,TOR,Broadcasting - Radio,Canada
CCL-B.TO,CCL Industries Inc.,TOR,Packaging & Containers,Canada
BU.TO,Burcon Nutrascience Corporation,TOR,Biotechnology,Canada
BNS-PQ.TO,The Bank of Nova Scotia,TOR,,Canada
POI.V,Pounce Technologies Inc.,VAN,,Canada
VID.V,VidWrx Inc.,VAN,,Canada
VCM.TO,Vecima Networks Inc.,TOR,Communication Equipment,Canada
UNO.V,Northern Uranium Corp.,VAN,,Canada
TNC.V,TIO Networks Corp.,VAN,,Canada
SAT.V,Asian Television Network International Limited,VAN,Broadcasting - TV,Canada
NOW.V,Asia Now Resources Corp.,VAN,,Canada
ORO.V,New Oroperu Resources Inc.,VAN,Gold,Canada
NZN.V,Nevada Zinc Corporation,VAN,,Canada
NXC.TO,NexC Partners Corp.,TOR,,Canada
NSY.V,NSX Silver Inc.,VAN,,Canada
NII.TO,Norsat International Inc.,TOR,,Canada
NIC.V,Pure Nickel Inc.,VAN,Industrial Metals & Minerals,Canada
NGQ.TO,NGEx Resources Inc.,TOR,Industrial Metals & Minerals,Canada
NCQ.TO,Trilogy Metals Inc.,TOR,,Canada
NCI.V,NTG Clarity Networks Inc.,VAN,Wireless Communications,Canada
NCC-B.TO,Newfoundland Capital Corporation Limited,TOR,,Canada
BNS-PP.TO,BANK OF NOVA SCOTIA NON-CUM PRE,TOR,,Canada
BNS-PN.TO,"BNS PREF SHARES, SERIES 16",TOR,,Canada
BNS-PM.TO,BNS-PM.TO,TOR,,Canada
ACO-X.TO,ATCO Ltd.,TOR,,Canada
SUP.V,Northern Superior Resources Inc.,VAN,Gold,Canada
SS.V,Summus Solutions N.V.,VAN,,Canada
SFD.V,"NXT Energy Solutions, Inc.",VAN,,Canada
PNC-B.TO,Postmedia Network Canada Corp.,TOR,Industrial Metals & Minerals,Canada
PNC-A.TO,Postmedia Network Canada Corp.,TOR,,Canada
PFN.V,New Age Metals Inc.,VAN,,Canada
NRL.V,Enforcer Gold Corp.,VAN,,Canada
NZZ.V,Nitinat Minerals Corporation,VAN,Industrial Metals & Minerals,Canada
NZ.V,New Zealand Energy Corp.,VAN,Independent Oil & Gas,Canada
NWX.V,Newport Exploration Ltd.,VAN,Industrial Metals & Minerals,Canada
NW.V,New World Resource Corp.,VAN,Industrial Metals & Minerals,Canada
NVU-UN.TO,Northview Apartment Real Estate Investment Trust,TOR,,Canada
NVT.V,Nortec Minerals Corp.,VAN,Industrial Metals & Minerals,Canada
NVI.V,"Novra Technologies, Inc.",VAN,Communication Equipment,Canada
NU.V,NeutriSci International Inc.,VAN,Drugs - Generic,Canada
NTY.V,92 Resources Corp.,VAN,,Canada
NTS.V,Nanotech Security Corp.,VAN,Security & Protection Services,Canada
NTR.V,Golden Predator Mining Corp.,VAN,,Canada
NTE.V,Network Media Group Inc.,VAN,Broadcasting - TV,Canada
NSX.V,NSGold Corporation,VAN,Gold,Canada
NST.V,North Sur Resources Inc.,VAN,,Canada
NS.V,Altura Energy Inc.,VAN,,Canada
NRN.V,Northern Shield Resources Inc.,VAN,Industrial Metals & Minerals,Canada
NQ.V,Northquest Ltd.,VAN,,Canada
NPI-PC.TO,NORTHLAND POWER INC PREF SERIES,TOR,,Canada
NPH.V,Vanc Pharmaceuticals Inc.,VAN,,Canada
NPA.V,Alphinat Inc.,VAN,Internet Information Providers,Canada
NOV.V,NovX21 Inc.,VAN,,Canada
NOT.V,Noront Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
NOR.V,North Group Finance Ltd.,VAN,,Canada
NOB.V,Noble Mineral Exploration Inc,VAN,Industrial Metals & Minerals,Canada
NNX.V,Nickel North Exploration Corp.,VAN,,Canada
NNN.V,Nickel One Resources Inc,VAN,,Canada
NMX.V,Nemaska Lithium Inc.,VAN,,Canada
NL.V,Northern Lion Gold Corp.,VAN,,Canada
NIR.V,Noble Iron Inc.,VAN,,Canada
NIK.V,Nikos Explorations Ltd.,VAN,Industrial Metals & Minerals,Canada
NGM.V,Northern Gold Mining Inc.,VAN,,Canada
NEW-A.TO,NewGrowth Corp.,TOR,,Canada
NET.V,Network Exploration Ltd.,VAN,,Canada
NEE.V,Northern Vertex Mining Corp,VAN,Electric Utilities,Canada
POT.TO,Potash Corporation of Saskatchewan Inc.,TOR,Agricultural Chemicals,Canada
POW.TO,Power Corporation of Canada,TOR,Property & Casualty Insurance,Canada
CKK.V,Cordy Oilfield Services Inc.,VAN,General Contractors,Canada
OCX.TO,Onex Corporation,TOR,,Canada
OOI.V,Oil Optimization Inc.,VAN,,Canada
SOT-UN.TO,Slate Office REIT,TOR,Asset Management,Canada
OXC.TO,Oryx Petroleum Corporation Limited,TOR,Independent Oil & Gas,Canada
OTC.TO,Open Text Corporation,TOR,,Canada
OSP-PA.TO,BROMPTON OIL SPLIT CORP PREFERR,TOR,,Canada
ONC.TO,Oncolytics Biotech Inc.,TOR,Biotechnology,Canada
OCN.V,Oceanus Resources Corporation,VAN,Industrial Metals & Minerals,Canada
IOG.V,Ironhorse Oil & Gas Inc.,VAN,Independent Oil & Gas,Canada
CO.V,Canadian Orebodies Inc.,VAN,,Canada
CAZ.TO,"Caza Oil & Gas, Inc.",TOR,,Canada
BPO-PJ.TO,BROOKFIELD OFFICE PROPERTIES PR,TOR,,Canada
ZAR.TO,Zargon Oil & Gas Ltd,TOR,Independent Oil & Gas,Canada
XOP.V,Canadian Overseas Petroleum Limited,VAN,Independent Oil & Gas,Canada
WAI.V,WAI Capital Investments Corp.,VAN,,Canada
TOO.V,Toro Oil & Gas Ltd.,VAN,,Canada
TAO.TO,TAG Oil Ltd.,TOR,,Canada
SAN.V,Solar Alliance Energy Inc.,VAN,Industrial Metals & Minerals,Canada
RY-PL.TO,Royal Bank of Canada,TOR,,Canada
RY-PI.TO,Royal Bank of Canada,TOR,,Canada
RY-PF.TO,RBC NON-CUM FIRST PREF SERIES A,TOR,,Canada
RY-PE.TO,Royal Bank of Canada,TOR,,Canada
RY-PD.TO,Royal Bank of Canada,TOR,,Canada
RY-PC.TO,Royal Bank of Canada,TOR,,Canada
SAO.V,San Angelo Oil Limited,VAN,,Canada
POW-PC.TO,POWER CORP OF CANADA 5.80%,TOR,,Canada
PGI-UN.TO,PIMCO Global Income Opportunities Fund,TOR,,Canada
OYL.V,CGX Energy Inc.,VAN,Independent Oil & Gas,Canada
OX.V,Orex Exploration Inc.,VAN,,Canada
OUY-UN.TO,CANOE US STRATEGIC YIELD ADV FD,TOR,,Canada
OSU.TO,Orsu Metals Corporation,TOR,,Canada
OSS.V,OneSoft Solutions Inc.,VAN,,Canada
OSP.TO,Brompton Oil Split Corp.,TOR,,Canada
OSF-UN.TO,Oil Sands Sector Fund,TOR,,Canada
OPW.V,Opawica Explorations Inc.,VAN,Gold,Canada
OPA.V,Opal Energy Corp.,VAN,,Canada
ONR-UN.TO,OneREIT,TOR,,Canada
ONE.V,01 Communique Laboratory Inc.,VAN,Technical & System Software,Canada
ON.V,"OneRoof Energy Group, Inc.",VAN,,Canada
OER.TO,Oando Energy Resources Inc.,TOR,,Canada
ODN.V,Lumina Gold Corp.,VAN,,Canada
OCO.V,Oroco Resource Corp.,VAN,Industrial Metals & Minerals,Canada
OGF-UN.TO,Aston Hill Global Resource Fund,TOR,,Canada
LB-PH.TO,LAURENTIAN BANK OF CDA PR SER 1,TOR,,Canada
H.TO,Hydro One Limited,TOR,,Canada
GOP.V,Gourmet Ocean Products Inc.,VAN,Agricultural Chemicals,Canada
FO.V,Falcon Oil & Gas Ltd.,VAN,Independent Oil & Gas,Canada
CWF.TO,Canadian World Fund Limited,TOR,,Canada
CUO.V,Copper One Inc.,VAN,Copper,Canada
COT.V,Critical Outcome Technologies Inc.,VAN,Biotechnology,Canada
COO.V,NatureBank Asset Management Inc.,VAN,Pollution & Treatment Controls,Canada
CEF-A.TO,Central Fund of Canada Limited,TOR,,Canada
CLL.TO,Connacher Oil and Gas Ltd.,TOR,,Canada
BPO-PY.TO,BROOKFIELD OFFICE PROPERTIES PR,TOR,,Canada
BPO-PH.TO,Brookfield Office Properties Inc.,TOR,,Canada
BOX-UN.TO,Brookfield Canada Office Properties,TOR,,Canada
BMO-PY.TO,BANK OF MONTREAL PREF SERIES 33,TOR,,Canada
BMO-PM.TO,"BMO CL B PREF SHARES, SER 16",TOR,,Canada
AOS.V,Alberta Oilsands Inc.,VAN,,Canada
AOI.TO,Africa Oil Corp,TOR,,Canada
BSO-UN.TO,Brookfield Select Opportunities Income Fund,TOR,,Canada
TOF-UN.TO,Taylor North American Equity Opportunities Fund,TOR,,Canada
OVI-A.TO,Ovivo Inc.,TOR,,Canada
IO.V,Inca One Gold Corp.,VAN,,Canada
ORR.V,Orofino Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
NAA.V,Crystal Lake Mining Corporation,VAN,,Canada
OMR-H.V,ORD MOUNTAIN RESOURCES CORP,VAN,,Canada
POC.V,Pacific Iron Ore Corporation,VAN,Industrial Metals & Minerals,Canada
OBN.V,Otterburn Resources Corp.,VAN,,Canada
PSI.TO,Pason Systems Inc.,TOR,Oil & Gas Equipment & Services,Canada
PSD.TO,Pulse Seismic Inc.,TOR,Oil & Gas Equipment & Services,Canada
TVI.TO,TVI Pacific Inc.,TOR,,Canada
CWL.TO,The Caldwell Partners International Inc.,TOR,Staffing & Outsourcing Services,Canada
PHO.V,Photon Control Inc.,VAN,Scientific & Technical Instruments,Canada
TSP.V,TitanStar Properties Inc.,VAN,Real Estate Development,Canada
TCZ.TO,Trident Performance Corp. II,TOR,,Canada
SJR-PA.TO,SHAW COMMUNICATIONS INC PREFERR,TOR,,Canada
PKS.V,Parkside Resources Corporation,VAN,,Canada
QLT.TO,Novelion Therapeutics Inc.,TOR,,Canada
QBR-B.TO,Quebecor Inc.,TOR,Wireless Communications,Canada
QI.V,Q Investments Ltd.,VAN,Oil & Gas Drilling & Exploration,Canada
QHR.V,QHR Corporation,VAN,,Canada
GQM.TO,Golden Queen Mining Co. Ltd.,TOR,Industrial Metals & Minerals,Canada
QST.V,Questor Technology Inc.,VAN,Pollution & Treatment Controls,Canada
QSP-UN.TO,Restaurant Brands International Limited Partnership,TOR,,Canada
QQ.V,Quizam Media Corporation,VAN,Education & Training Services,Canada
QPT.V,Quest PharmaTech Inc.,VAN,Biotechnology,Canada
QIS.V,Quorum Information Technologies Inc.,VAN,Business Software & Services,Canada
QIC.V,Quantum International Income Corp.,VAN,,Canada
QEC.TO,Questerre Energy Corporation,TOR,Business Software & Services,Canada
GWO-PQ.TO,GREAT WEST LIFECO PREF SER Q,TOR,,Canada
GQ.V,Great Quest Fertilizer Ltd.,VAN,Industrial Metals & Minerals,Canada
QAI-H.V,Cairo Resources Inc.,VAN,,Canada
Q-B.V,Questfire Energy Corp.,VAN,,Canada
QUE.CN,Integra Resources Corp.,CNQ,,Canada
QTA.V,Quaterra Resources Inc.,VAN,Industrial Metals & Minerals,Canada
QCA.CN,Quinsam Capital Corporation,CNQ,,Canada
QMI.CN,QWICK MEDIA INC,CNQ,,Canada
CQM.V,Canadian Quantum Energy Corp.,VAN,,Canada
QF.V,Friday Night Inc.,VAN,,Canada
QXP.V,Quattro Exploration and Production Ltd.,VAN,,Canada
QMX.V,QMX Gold Corporation,VAN,,Canada
